	tweets	Id
395	@Steve_Buscemi the weather in Canada is freezing 	0
396	twiggassssssss I been out of range all day  I'm back now and hopefully for good.	0
397	@danadearmond 	0
398	anyone who reads this pray for my Grandma. She's in pain 	0
399	#3 woke up and was having an accident - &quot;It's pushing, it's pushing!&quot; he was crying because he couldn't stop from wetting his pants.  	0
400	Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.	0
401	@johnnybeane hey! you just changed your default. 	0
402	Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.	0
403	@ellievolia If oooonly we were really so lucky, eh? And awh  Definitely too early for work.	0
404	buttload of homework! 	0
405	needs another copy of visual studio 2008 	0
406	why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in	0
407	omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail 	0
408	@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad 	0
409	@Henkuyinepu yeah, apparently i have really bad taste 	0
410	@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.	0
411	Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..	0
412	i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK	0
413	@celycarmo i'm sorry I don't understand your last comment 	0
414	@OfficialRandL when is the announcement? i stayed up late last night 	0
415	@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???	0
416	ITS NOT ENOUGH TO SAY THAT IMISS U 	0
417	This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS 	0
418	@RandomlyNat Jeez, I was just trying to help  Haha.	0
419	@SupaMagg that happened to me saturday night. along with my glittery green lighter! 	0
420	trying to reduce the number of cigarettes in each day! 	0
421	yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to 	0
422	gotta do my cooking assignment  its too hard	0
423	@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never 	0
424	@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here	0
425	@mamasvan lol - nope! but i did have complete #camerafail 	0
426	@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!	0
427	My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!	0
428	@jillianfish tweet something damn it!  and hang out with me please? 	0
429	@anistorm 	0
430	I'm SO behind in video games, and everything for that matter. I'm yesterday's news 	0
431	@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha	0
432	Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! 	0
433	http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. 	0
434	When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. 	0
435	@B_Barnett I did not really see that coming 	0
436	just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. 	0
437	it'll take 3 days for my sister to get her passport 	0
438	@nicolerichie OH MY YES!! i miss 	0
439	Uh oh... I think I am getting sick 	0
440	Good GOD they ruined my belly button!!!  	0
441	Watching Who Framed Roger Rabbit. Makes me miss Toon Town. 	0
442	@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through 	0
443	running nose + spinning head = not a good combination for a meeting! 	0
444	@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence 	0
445	Nasty budget due and my iphone is being sent to Apple today. 	0
446	@Sofii_Noel thatï¿½s bad 	0
447	Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything	0
448	I'm so upset that I missed my chat and quiz online because my free internet has ceased 	0
449	can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! 	0
450	Car show season has started without me 	0
451	my throat is raw. 	0
452	@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real	0
453	@frago I hate you. I didn't need to see that. I need to call my therapist now. 	0
454	Twilight didn't come yesterday  fingers crossed for today	0
455	@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!	0
456	is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for 	0
457	You know, I was thinking... I need money 	0
458	omg..its jst teusday 	0
459	@ddlovato @David_Henrie ummmmm i cant find it. 	0
460	Just heard that they found Sandra Cantu... She was only 8 yrs old 	0
461	@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...	0
462	@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that 	0
463	My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! 	0
464	stuck at home 	0
465	@nomadicmatt mine is 1/10  how do you get it up?	0
466	Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! 	0
467	@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  	0
468	Heading to Altrincham, again! Out of hours install 	0
469	MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx	0
470	@jeffreecuntstar  I don't have a garage.  But you can park in my driveway!	0
471	@lauredhel  What happened?	0
472	&quot;On popular music&quot; by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue 	0
473	http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone	0
474	We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather.  How about you?	0
475	@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. 	0
476	@margaretcho what happened to your show it was the hightlight of my life 	0
477	This is the best leather sofa in the world!  It's in the office though which means I'm still here working 	0
478	Still 3 more days until my Internet gets uncapped 	0
479	If he doesn't get better in a few days, he could have something lodged in his belly 	0
480	i Love my atekinzz so much. &amp;&amp; i soo miss her.. 	0
481	I wanna sneak into the zoo and play with the kitties 	0
482	@lolitariot oh no  hope you're not getting sick too!	0
483	@alejandralei i dont think i can cause its my cousins birthday party 	0
484	Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby, he missed them so much today!	0
485	the angel is going to miss the athlete this weekend 	0
486	trust is hard 	0
487	have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend 	0
488	Grr i want to keep reading but if i do i wont have anything left to read 	0
489	atekinzz, where in the world are you?? 	0
490	@RumLover No! u supposed to be my date 	0
491	pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats 	0
492	Crap. I need more dresses too. 	0
493	@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. 	0
494	@Brodhe geez ur no fun are you 	0
495	I wanna be in a punk rock band again 	0
496	@jyesmith That's a lot of angst for a Tuesday afternoon 	0
497	I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!	0
498	has a huuuge headache! omg I feel like crap! 	0
